# x1 x2 x3 x4 x5 x6
# 0 1 2 3 4 5
1.000000000000000000e+00 2.000000000000000111e-01 1.019803902718557032e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.000000000000000444e-01 3.000000000000000444e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000056e-01 3.000000000000000444e-01 3.162277660168379967e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000111e-01 3.000000000000000444e-01 3.605551275463989569e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000444e-01 3.000000000000000444e-01 4.242640687119285658e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000222e-01 3.000000000000000444e-01 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e-01 3.000000000000000444e-01 5.830951894845300965e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000888e-01 3.000000000000000444e-01 6.708203932499370303e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.000000000000000666e-01 3.000000000000000444e-01 7.615773105863908876e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.000000000000000444e-01 3.000000000000000444e-01 8.544003745317532150e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.000000000000000222e-01 3.000000000000000444e-01 9.486832980505138790e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 3.000000000000000444e-01 1.044030650891055068e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.000000000000000222e-01 4.000000000000000222e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000056e-01 4.000000000000000222e-01 4.123105625617661252e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000111e-01 4.000000000000000222e-01 4.472135954999579832e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000444e-01 4.000000000000000222e-01 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000222e-01 4.000000000000000222e-01 5.656854249492381248e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e-01 4.000000000000000222e-01 6.403124237432848975e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000888e-01 4.000000000000000222e-01 7.211102550927979138e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.000000000000000666e-01 4.000000000000000222e-01 8.062257748298550242e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.000000000000000444e-01 4.000000000000000222e-01 8.944271909999159664e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.000000000000000222e-01 4.000000000000000222e-01 9.848857801796104816e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000222e-01 1.077032961426900970e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.000000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000056e-01 5.000000000000000000e-01 5.099019513592785158e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000111e-01 5.000000000000000000e-01 5.385164807134504850e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000444e-01 5.000000000000000000e-01 5.830951894845300965e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000222e-01 5.000000000000000000e-01 6.403124237432848975e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e-01 5.000000000000000000e-01 7.071067811865475727e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000888e-01 5.000000000000000000e-01 7.810249675906655309e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.000000000000000666e-01 5.000000000000000000e-01 8.602325267042627566e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.000000000000000444e-01 5.000000000000000000e-01 9.433981132056604713e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.000000000000000222e-01 5.000000000000000000e-01 1.029563014098699991e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 5.000000000000000000e-01 1.118033988749894903e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.000000000000000888e-01 6.000000000000000888e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000056e-01 6.000000000000000888e-01 6.082762530298220227e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000111e-01 6.000000000000000888e-01 6.324555320336759934e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000444e-01 6.000000000000000888e-01 6.708203932499370303e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000222e-01 6.000000000000000888e-01 7.211102550927979138e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e-01 6.000000000000000888e-01 7.810249675906655309e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000888e-01 6.000000000000000888e-01 8.485281374238571317e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.000000000000000666e-01 6.000000000000000888e-01 9.219544457292888628e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.000000000000000444e-01 6.000000000000000888e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000222e-01 6.000000000000000888e-01 1.081665382639196871e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 6.000000000000000888e-01 1.166190378969060193e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.000000000000000666e-01 7.000000000000000666e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000056e-01 7.000000000000000666e-01 7.071067811865475727e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000111e-01 7.000000000000000666e-01 7.280109889280519386e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000444e-01 7.000000000000000666e-01 7.615773105863908876e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000222e-01 7.000000000000000666e-01 8.062257748298550242e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e-01 7.000000000000000666e-01 8.602325267042627566e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000888e-01 7.000000000000000666e-01 9.219544457292888628e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.000000000000000666e-01 7.000000000000000666e-01 9.899494936611666907e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.000000000000000444e-01 7.000000000000000666e-01 1.063014581273465042e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000222e-01 7.000000000000000666e-01 1.140175425099138051e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.000000000000000666e-01 1.220655561573370296e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.000000000000000444e-01 8.000000000000000444e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000056e-01 8.000000000000000444e-01 8.062257748298550242e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000111e-01 8.000000000000000444e-01 8.246211251235322504e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000444e-01 8.000000000000000444e-01 8.544003745317532150e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000222e-01 8.000000000000000444e-01 8.944271909999159664e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e-01 8.000000000000000444e-01 9.433981132056604713e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000888e-01 8.000000000000000444e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000666e-01 8.000000000000000444e-01 1.063014581273465042e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000444e-01 8.000000000000000444e-01 1.131370849898476250e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000222e-01 8.000000000000000444e-01 1.204159457879229622e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 8.000000000000000444e-01 1.280624847486569795e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.000000000000000222e-01 9.000000000000000222e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000056e-01 9.000000000000000222e-01 9.055385138137417300e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000111e-01 9.000000000000000222e-01 9.219544457292887518e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000444e-01 9.000000000000000222e-01 9.486832980505138790e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000222e-01 9.000000000000000222e-01 9.848857801796104816e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e-01 9.000000000000000222e-01 1.029563014098699991e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000888e-01 9.000000000000000222e-01 1.081665382639196871e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000666e-01 9.000000000000000222e-01 1.140175425099138051e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000444e-01 9.000000000000000222e-01 1.204159457879229622e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000222e-01 9.000000000000000222e-01 1.272792206135785475e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 9.000000000000000222e-01 1.345362404707371118e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.000000000000000000e+00 1.004987562112088950e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000111e-01 1.000000000000000000e+00 1.019803902718557032e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000444e-01 1.000000000000000000e+00 1.044030650891055068e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000222e-01 1.000000000000000000e+00 1.077032961426900970e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 1.000000000000000000e+00 1.118033988749894903e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000888e-01 1.000000000000000000e+00 1.166190378969060193e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000666e-01 1.000000000000000000e+00 1.220655561573370296e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000444e-01 1.000000000000000000e+00 1.280624847486569795e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000222e-01 1.000000000000000000e+00 1.345362404707371118e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.414213562373095145e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
